RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
10746,43633,30534,117961,118343,119142,118321,153318,290919,118322
21659,33326,3949,117961,117962,118352,118685,237731,308574,118687
13882,35930,15491,117961,118343,119796,121414,129974,118704,121416
5552,38813,33,117961,118413,119968,117905,117906,290919,117908
14241,41642,4084,117961,118052,118992,118321,117906,290919,118322
13807,79992,23338,117961,118052,118867,122129,270992,121916,122131
14678,28294,18686,117961,118386,121883,118321,117906,290919,118322
3060,31913,5490,117961,117962,5488,120560,304465,118643,120562
30539,76500,3692,117961,118413,120370,121594,170665,4673,121596
3244,17308,8234,117961,118300,118783,118784,117906,290919,118786
20412,37651,2071,117961,118386,118501,118502,130777,118504,118505
10970,34303,12768,117910,117911,117920,121067,229187,121069,121070
6944,27323,3270,117961,118225,119781,120097,123784,270488,120099
25549,77324,8243,118555,118178,118320,117905,117906,290919,117908
19061,75078,10987,119170,119171,140453,129229,311378,119788,129231
16596,41312,17050,117943,117944,117945,118274,299258,292795,118276
12483,278393,4125,118887,118888,121108,120006,311746,118424,120008
28027,31374,15384,117943,117944,117945,118274,129282,292795,118276
9829,45567,8553,119062,119091,118514,117905,117906,290919,117908
28870,4675,852,117961,117962,122215,120773,118959,118960,120774
6387,39429,994,117961,118300,120312,119849,124690,118638,119851
4254,35733,93627,91261,118026,119507,118321,117906,290919,118322
7589,31929,27818,117916,117917,117884,117879,117886,19721,117880
8318,6977,59785,91261,118026,120671,121143,139068,249618,121145
13609,23986,4887,117961,118343,120126,120497,223125,118424,120499
20366,29024,131441,117961,118343,118292,119433,133686,118424,119435
9220,20737,13234,117929,117930,117920,117885,117913,117887,117888
2915,42362,1080,117961,118327,118378,120952,120953,118453,120954
236,43431,120000,117961,118225,119136,120056,255657,118474,120058
15514,28517,17002,5110,117954,117895,118568,281735,19721,118570
29886,19965,60121,121785,121786,142145,117905,156948,290919,117908
18411,42093,51318,117961,118300,119890,118054,120514,117887,118055
19963,59024,767,117961,118343,120722,120516,123107,120518,120519
22704,74555,58916,117961,118327,118391,118784,117906,290919,118786
8828,7839,744,117961,118300,119181,118777,279443,308574,118779
27200,76801,6453,125714,125715,118910,118784,229339,290919,118786
5455,772,782,117961,118413,127522,117905,117906,290919,117908
11697,42093,17227,117961,118343,118979,120006,255097,118424,120008
30751,5371,50806,117961,118446,119961,118259,118260,290919,118261
18781,42323,4583,117961,118413,120370,117905,117906,290919,117908
11808,42085,4953,117961,118343,118911,120344,310997,118424,120346
19697,43367,16922,117961,117962,118501,117905,240983,290919,117908
13543,114633,1398,117961,118300,120722,118321,117906,290919,118322
30699,33983,5524,117961,118343,118514,117905,240983,290919,117908
13141,934,14857,117961,118300,121176,118685,120316,308574,118687
25223,28294,2948,118315,118316,225010,118321,117906,290919,118322
29908,20364,52736,119596,119597,118911,120789,171744,118424,120791
7084,45286,5490,117961,117962,5488,120988,152777,118643,120989
118,42085,5715,91261,118026,119362,119363,307210,118667,119365
3667,78113,18449,117961,118300,119181,118465,159686,118467,118468
19866,78563,52100,117961,118300,118825,120344,310997,118424,120346
16688,74342,51124,117961,118300,118631,118834,123413,118424,118836
5919,4673,770,117961,118300,120722,121594,127596,4673,121596
15461,16116,253952,117961,117962,119223,118685,279443,308574,118687
4076,80431,59748,117961,118386,120361,117905,240983,290919,117908
23287,14570,54258,117890,118102,117878,117879,117879,19721,117880
16455,79226,18004,117961,118446,118673,119976,302418,19793,119978
21536,37732,46571,117922,117923,123279,179731,124689,117887,117973
1513,23096,4871,117961,118300,125872,120006,159698,118424,120008
11233,1020,17789,117961,118052,119986,118784,121873,290919,118786
3909,25989,17243,117961,118300,120026,120344,311360,118424,120346
10153,43629,22853,117961,118386,118896,118636,126747,118638,118639
31053,36511,60941,117951,117952,118810,119899,310825,19793,119900
8832,85387,32457,117961,118327,118320,118321,117906,290919,118322
20227,91819,14695,118602,118603,117941,117899,117899,19721,117900
26066,73876,6736,117961,117969,6725,122290,150800,6725,122292
16201,36429,70480,119280,119281,117945,118995,128130,292795,118997
15790,73756,2437,118290,118291,19772,126085,253147,119221,126087
26188,16214,2781,117961,118300,118783,118451,130134,118453,118454
429,45338,2378,117876,117877,117878,247659,163031,19721,247660
14861,36975,4511,117961,118300,119181,118784,117906,290919,118786
15950,78721,1398,117961,118300,120722,118321,118448,290919,118322
24319,15064,2355,127616,119256,141383,118368,118368,117887,118486
14192,17308,141,117961,118225,122273,118321,117906,290919,118322
18037,25993,23200,117961,118343,123125,118685,120316,308574,118687
17243,77318,2117,117961,118327,119830,118321,117906,290919,118322
22751,80819,49230,117961,118300,121176,118321,117906,290919,118322
3988,80799,3889,117961,118386,121668,117905,117906,290919,117908
28451,917,4910,117961,118343,118911,118912,284092,118424,118914
17135,278393,5211,118290,118291,119837,118980,261436,118295,118982
29414,79299,19986,117961,118225,124948,120773,136187,118960,120774
29506,5502,8592,119062,119091,118514,117905,117906,290919,117908
25685,79279,15491,117961,118343,119796,121414,303450,118704,121416
24312,80769,7525,117961,118225,120551,118784,147114,290919,118786
4450,73756,17227,117961,118343,118979,120006,255097,118424,120008
23649,391,547,117926,117927,117884,117885,117913,117887,117888
6673,19713,3688,120883,120884,118378,119192,300603,119184,119194
4516,919,1397,117961,118300,120722,118784,117906,290919,118786
11668,29024,4952,117961,118343,120126,123615,133686,118424,123617
15326,37734,13881,118602,118603,117941,117885,118097,117887,117888
26991,39480,7525,117961,118225,120551,118321,117906,290919,118322
19152,33189,142801,126974,126975,118963,118321,117906,290919,118322
16639,16503,46104,117961,118327,120559,120560,304465,118643,120562
2300,34579,19839,117961,118300,123201,118321,117906,290919,118322
23846,32174,7084,117961,118386,121961,118321,117906,290919,118322
30395,42367,25772,118006,118007,117941,118568,292195,19721,118570
19897,16834,221,117961,118413,120370,118784,240983,290919,118786
7060,80955,16371,117961,118446,118684,118321,117906,290919,118322
14614,1969,49987,118090,118091,117920,118568,133542,19721,118570
23637,31221,1249,117961,118386,118910,118321,117906,290919,118322
22701,15024,1903,117961,118343,118514,118685,120316,308574,118687
961,33642,93163,118163,118164,117878,117879,117879,19721,117880
30333,31441,8091,117961,118386,118522,118321,117906,290919,118322
11370,80815,5114,117961,118300,119890,120344,303717,118424,120346
20588,13878,25760,118006,118007,118008,117879,122240,19721,117880
19196,75901,53081,117961,118343,119598,119433,133686,118424,119435
16962,25993,6982,117961,118300,118783,118321,117906,290919,118322
16403,88410,5409,117961,118343,119993,118321,240983,290919,118322
6759,40131,148913,118212,118213,118921,118890,305057,118398,118892
4335,15714,15395,118256,118257,118575,123670,212510,121916,123672
19589,85559,1325,117961,117962,118910,118321,117906,290919,118322
8343,106203,2296,117961,118413,277693,123737,127475,118960,123738
23472,20299,95513,118084,118085,117884,118568,281735,19721,118570
25193,1969,61247,117910,117911,117920,119192,169561,119184,119194
10223,79121,22504,117961,118300,123055,120344,128788,118424,120346
11075,80417,60790,117961,118052,118867,307024,311622,118331,118332
522,16033,32795,118256,118257,118623,118995,286106,292795,118997
3621,25549,8784,117961,118300,119890,118834,150799,118424,118836
9594,74606,56604,118079,118080,117878,117879,118177,19721,117880
7221,36152,13219,117951,117952,118221,118568,118568,19721,118570
29353,37457,8008,118555,118178,118320,117905,117906,290919,117908
5359,27623,86387,117961,118327,4674,118321,117906,290919,118322
12614,74865,19839,117961,118300,120722,118784,117906,290919,118786
14289,42093,119074,118163,119075,119076,118834,311236,118424,118836
7181,45237,64791,118742,118743,117884,117899,117897,19721,117900
16042,36885,20508,118219,118220,117941,127700,125168,19721,127702
24961,30839,5080,117961,118300,118395,118890,125128,118398,118892
5981,74995,1146,117961,118225,120663,117905,117906,290919,117908
7182,19989,20447,117961,118225,120283,118890,133249,118398,118892
9775,37631,21135,117961,118343,123494,117905,240983,290919,117908
31774,29113,121096,118358,118359,121097,118321,147781,290919,118322
2766,32642,3606,118169,118170,118179,117946,144221,292795,117948
6150,75901,5114,117961,118300,119890,120344,303717,118424,120346
7768,81026,4151,118990,118991,118992,128230,302830,4673,128231
20289,112579,70062,117961,118386,118746,117905,117906,290919,117908
9438,20351,718,117961,118300,119181,118641,153273,118643,118644
32383,13878,19857,117929,117940,117920,118568,281735,19721,118570
5099,20115,6071,117961,118413,122007,118321,118448,290919,118322
15850,4675,8520,117961,118386,119954,119962,168365,118205,119964
4497,79092,7553,117961,118225,118403,118321,117906,290919,118322
251,74283,25618,117961,118327,118320,118523,310608,118331,118525
6452,31825,5048,117961,118300,118458,119928,310608,118331,119929
9918,4675,770,117961,118300,118437,118054,118054,117887,118055
1022,90381,70646,117961,118327,118933,120690,120691,290919,120692
12599,40867,7284,91261,118026,118202,117905,117906,290919,117908
12526,4675,5409,117961,118343,119993,118321,240983,290919,118322
5938,73575,83934,138798,138799,120539,118641,306399,118643,118644
339,34950,91342,117961,118327,118933,307024,311622,118331,118332
24615,39332,95845,118315,118463,122636,123651,123728,118467,123652
31084,5893,57104,130684,130685,118552,121372,300603,119184,121374
7424,74902,7553,117961,118225,118403,118321,117906,290919,118322
22401,15723,141,117961,118225,122273,117905,117906,290919,117908
11773,85563,7314,117961,118300,121951,118321,117906,290919,118322
14428,25993,59429,118595,118596,81476,120344,130834,118424,120346
3595,33039,7389,117961,118386,118746,118747,239652,118453,118749
6523,80151,6235,117961,118343,118437,119949,127527,290919,119951
12700,31441,45965,117961,118386,120677,307024,294485,118331,118332
29070,75078,52735,117961,118052,120356,120357,220778,118424,120359
13194,80695,770,117961,118300,119181,119346,302830,4673,119348
4490,80473,3136,117961,118343,118856,118451,130134,118453,118454
18291,3853,51342,117961,118343,118660,118702,187873,118704,118705
29305,77258,25618,117961,118327,118320,118321,118448,290919,118322
23746,28884,724,117961,118300,119195,117905,117906,290919,117908
16785,41594,4589,117961,118327,120383,118784,213944,290919,118786
21834,77176,3889,117961,118386,121668,117905,240983,290919,117908
5094,43395,55146,118752,119070,118754,119885,118806,118474,119887
13242,25993,23118,117961,118343,118833,118834,309123,118424,118836
9815,45019,1065,117961,118327,126310,118641,306399,118643,118644
27023,33054,5039,117961,118343,123125,118777,279443,308574,118779
21639,40237,55269,91261,118026,118027,122989,216064,119006,122991
8959,29304,62490,117975,117976,117920,120132,197098,120134,120135
24941,23131,19760,117961,117962,118352,117905,240983,290919,117908
2523,41378,15422,117961,118052,122392,130479,209981,119784,130481
12141,15064,7492,117961,118225,118673,118054,124356,117887,118055
2405,45048,15781,117961,118343,118395,123067,233714,118398,123068
14926,74463,105908,117961,118225,129617,118702,132654,118704,118705
14600,2235,44917,117902,117903,118450,119192,150602,119184,119194
11522,43505,16974,117961,118300,119181,118321,118448,290919,118322
30926,23181,79403,117983,117984,117878,117899,119057,19721,117900
1487,34924,54296,117961,118327,120318,118321,117906,290919,118322
28082,7543,111936,117961,118300,118783,117905,240983,290919,117908
27563,17278,49566,118595,118596,119993,117905,117906,290919,117908
16911,87824,27147,117961,118343,122299,119949,121350,290919,119951
6942,15365,118619,117961,118343,119142,117905,117906,290919,117908
17258,23096,16121,117961,118225,119824,121122,129713,118612,121124
15322,34005,1443,117961,118343,120722,118321,117906,290919,118322
7028,33146,53150,119062,119091,128935,118863,127778,118398,118865
8417,1020,3875,117961,118327,120318,117905,117906,290919,117908
24833,35498,64418,118126,118237,118360,118129,130526,118131,118132
22019,33146,21009,117961,118343,149210,120097,174445,270488,120099
10593,16191,34611,117961,118327,118320,118784,147114,290919,118786
7234,75649,3966,117961,118343,122012,118321,240983,290919,118322
10662,5340,2291,117961,118225,122273,120516,189220,120518,120519
19847,74965,8204,117961,118052,118867,118054,305057,117887,118055
3804,28083,1038,119596,119597,118889,118890,200678,118398,118892
4067,27348,4218,117961,118300,118301,118422,300136,118424,118425
21990,25287,7389,117961,118386,118746,118451,130134,118453,118454
1452,3853,4584,117961,118300,120297,118321,240983,290919,118322
30808,18072,2683,120864,120865,118171,122129,281792,121916,122131
2571,27755,19547,118742,118743,117941,117879,117897,19721,117880
6348,25665,7023,117961,117962,119223,118054,118054,117887,118055
1951,80809,5015,117961,118300,118395,118890,311441,118398,118892
17585,34451,79100,91261,118026,119362,119065,158390,118667,119067
18089,17249,5030,117961,118343,120126,120497,309858,118424,120499
20028,35539,7519,91261,118026,118202,119962,168365,118205,119964
10629,80631,2437,118290,118291,19772,126085,253147,119221,126087
31279,13878,19858,117929,117940,117941,118568,140630,19721,118570
12529,74210,4713,117961,118052,120398,120344,311360,118424,120346
4197,35532,4583,117961,118413,120370,117905,240983,290919,117908
8523,971,51243,117961,118300,123055,120344,134311,118424,120346
25414,20737,57633,117989,117990,118810,120033,275613,19793,120035
11836,105765,7935,117961,118052,120539,117905,117906,290919,117908
23163,7543,7610,117961,118327,120383,117905,117906,290919,117908
9191,32270,13845,117961,117962,118791,118792,211906,118424,118794
10435,5371,50806,117961,118446,119961,118278,117906,290919,118279
12654,41594,49682,118555,118178,118320,118321,117906,290919,118322
2688,75043,16802,117961,118225,120535,127589,311867,118478,127590
9460,29304,98683,117975,117976,117941,117879,117886,19721,117880
22453,75426,25329,118212,119763,123173,119849,263199,118638,119851
4643,37439,3225,117961,118327,118929,118685,279443,308574,118687
6503,20293,27897,118106,118107,117884,117885,117913,117887,117888
32744,42093,5396,117961,118343,119993,118321,117906,290919,118322
9266,33151,125466,117902,117903,120171,118863,141918,118398,118865
5777,41825,11148,118269,118270,117878,117885,117937,117887,117888
26822,14570,20421,117890,118102,117878,117899,123862,19721,117900
13909,74354,20376,117902,117903,120171,120990,137612,118398,120992
7713,32642,15644,118752,118753,118623,280788,193644,292795,119082
14703,16443,4659,117961,118225,120663,118784,147114,290919,118786
5398,4675,16668,117961,118343,118514,118777,279443,308574,118779
18165,34432,54618,117961,118052,118821,118321,117906,290919,118322
15000,27295,5048,117961,118300,118458,120006,129545,118424,120008
28556,14354,13357,117890,118102,118810,118129,135517,118131,118132
22806,75901,17251,117961,118300,121108,120344,202649,118424,120346
2195,41378,5083,117961,118300,121108,120344,267189,118424,120346
1555,103928,6982,117961,118300,118783,117905,117906,290919,117908
3095,33249,4993,117961,118343,118979,118912,309291,118424,118914
19338,4675,52007,117961,117962,118910,118054,118368,117887,118055
28377,45659,2221,118670,118671,117878,119192,135350,119184,119194
3896,45828,2113,117951,117952,117878,119192,128322,119184,119194
1006,42880,50976,117961,118413,119968,118784,117906,290919,118786
14275,34076,2705,122880,122974,117945,117946,117946,292795,117948
10108,43952,50806,117961,118446,119961,118259,118260,290919,118261
32665,79121,5262,119596,119597,118214,118636,236515,118638,118639
5523,14570,31067,117893,117894,117895,117899,117897,19721,117900
31914,39883,70066,91261,118026,118202,119962,168365,118205,119964
13692,16503,16569,117961,118327,120559,122269,141096,118643,122271
19722,78023,122016,118219,118220,117912,118568,125168,19721,118570
31413,25562,43996,117961,117962,118409,122297,173951,118331,118899
22431,4675,7560,117961,118300,119181,117905,290919,290919,117908
28730,971,59429,118595,118596,81476,120344,182985,118424,120346
5151,31989,5464,117916,119623,118403,118321,117906,290919,118322
31386,109084,1483,117961,117962,118840,124886,124887,118643,124888
12250,75834,671,117961,117962,118352,118321,240983,290919,118322
25561,27323,30519,117961,117962,119223,132671,118260,290919,132673
31474,84070,193,117961,118413,121639,117905,117906,290919,117908
20628,29304,94919,117975,117976,117884,117885,117913,117887,117888
27869,20793,106630,118990,118991,119142,117905,117906,290919,117908
12677,33329,2947,118212,118213,118700,117905,117906,290919,117908
15049,40997,9237,117961,118225,120551,120690,127922,290919,120692
24716,3853,5211,118290,118291,119837,118980,261436,118295,118982
18528,73144,4729,117961,118300,118301,118054,118443,117887,118055
26162,38470,27527,118670,118671,117895,117896,117913,117887,117898
10771,78161,3767,120864,120865,118360,118777,279443,308574,118779
16299,45089,1947,120140,120141,120559,120560,289275,118643,120562
8704,74236,33,117961,118413,118501,144353,144354,118504,144355
31902,16023,3077,117961,118300,120312,118361,118362,118363,118364
24927,45538,46476,117902,117903,117904,117905,117906,290919,117908
11070,34583,6227,117961,118343,120722,118784,121347,290919,118786
17418,37651,97199,118219,118220,117920,117885,117913,117887,117888
6535,34924,3838,117961,118225,119924,118321,117906,290919,118322
9107,41992,29134,117961,118300,123719,118321,117906,290919,118322
17250,79493,21019,117961,118386,128516,126820,132015,118638,126822
7186,84016,7069,117961,118386,123844,117905,117906,290919,117908
28469,109442,5244,117961,118343,119598,117905,117906,290919,117908
8062,1969,44917,117961,117962,118450,118054,118054,117887,118055
16043,80151,6227,117961,118343,118437,118784,117906,290919,118786
9346,41642,54618,117961,118052,118992,118784,118785,290919,118786
24188,26323,3619,119134,119135,125440,118685,126297,308574,118687
13915,17249,5262,119596,119597,124133,120344,282594,118424,120346
7346,15668,72209,117961,118225,124948,118451,130134,118453,118454
5589,28419,4511,117961,118300,119181,117905,240983,290919,117908
31397,75871,5509,117961,118343,123454,118685,120316,308574,118687
7219,14354,58557,117980,117981,117941,117879,117886,19721,117880
2158,20292,46571,117922,117923,117920,118568,159847,19721,118570
21200,42012,87908,117961,118413,120370,118784,117906,290919,118786
615,74196,18450,117961,118052,118821,117905,240983,290919,117908
15429,34026,18213,117961,118386,118692,118451,200947,118453,118454
2858,29771,69089,117961,118300,117970,179731,160027,117887,117973
23694,75834,2395,117961,118300,119488,118172,301534,249618,118175
4502,18072,51755,119280,119281,118754,280788,280788,292795,119082
10732,3853,17713,117961,118225,122273,118784,147114,290919,118786
9676,17308,27214,117961,118386,125016,307024,155696,118331,118332
19352,79092,5323,117961,118343,119598,120006,304736,118424,120008
3705,78240,2594,117961,118300,123472,117905,117906,290919,117908
4187,44914,15784,117961,118343,128639,118777,279443,308574,118779
4668,74995,7411,117961,118386,118746,118451,126089,118453,118454
157,44812,5432,117961,118327,118391,118784,117906,290919,118786
13502,33111,4496,117961,118225,120551,117905,117906,290919,117908
22602,93631,26321,117961,118327,118320,117905,117906,290919,117908
25012,41952,80499,91261,118026,119734,153957,171596,118667,153959
9476,16613,7012,117961,118225,120050,118784,117906,290919,118786
22260,42085,14650,118219,118220,117920,117899,117899,19721,117900
7242,6449,310697,117961,118343,118856,118321,117906,290919,118322
15438,79121,5252,119134,119135,118979,120006,310608,118424,120008
16706,43535,2610,117961,118327,121979,118321,149217,290919,118322
17261,77500,7459,5110,117954,122672,125751,135104,118870,125753
8634,17308,5143,117961,118343,123125,118636,310589,118638,118639
17380,33245,1030,117961,118343,120722,118361,127527,118363,118364
